organization_id,source_system,source_record_id,contact_id,company_id,first_name,last_name,job_title,email,region,lifecycle_stage,created_date,source_updated_at,ingested_at,normalized_at
org_northstar_001,hubspot,hub_contact_11,con_00011,cmp_0231,Morgan,Brown,Analyst,morgan.brown11@example.com,North America,customer,2026-05-18,2026-05-18T09:30:00Z,2026-05-18T09:35:00Z,2026-05-18T09:40:00Z
org_northstar_001,hubspot,hub_contact_12,con_00012,cmp_0222,Sam,Kim,Finance Manager,sam.kim12@example.com,Latin America,subscriber,2025-07-10,2025-07-10T09:30:00Z,2025-07-10T09:35:00Z,2025-07-10T09:40:00Z
org_northstar_001,hubspot,hub_contact_13,con_00013,cmp_0152,Robin,Lee,CFO,robin.lee13@example.com,North America,lead,2025-09-10,2025-09-10T09:30:00Z,2025-09-10T09:35:00Z,2025-09-10T09:40:00Z
org_northstar_001,hubspot,hub_contact_14,con_00014,cmp_0195,Robin,Wilson,Director Operations,robin.wilson14@example.com,Europe,lead,2025-06-07,2025-06-07T09:30:00Z,2025-06-07T09:35:00Z,2025-06-07T09:40:00Z
org_northstar_001,hubspot,hub_contact_15,con_00015,cmp_0047,Casey,Martin,Director Operations,casey.martin15@example.com,Asia Pacific,SQL,2025-01-06,2025-01-06T09:30:00Z,2025-01-06T09:35:00Z,2025-01-06T09:40:00Z
org_northstar_001,hubspot,hub_contact_16,con_00016,cmp_0053,Jordan,Patel,Finance Manager,jordan.patel16@example.com,North America,MQL,2025-05-16,2025-05-16T09:30:00Z,2025-05-16T09:35:00Z,2025-05-16T09:40:00Z
org_northstar_001,hubspot,hub_contact_17,con_00017,cmp_0285,Avery,Lee,CEO,avery.lee17@example.com,North America,subscriber,2026-06-09,2026-06-09T09:30:00Z,2026-06-09T09:35:00Z,2026-06-09T09:40:00Z
org_northstar_001,hubspot,hub_contact_18,con_00018,cmp_0284,Drew,Kim,Director Operations,drew.kim18@example.com,North America,customer,2025-04-06,2025-04-06T09:30:00Z,2025-04-06T09:35:00Z,2025-04-06T09:40:00Z
org_northstar_001,hubspot,hub_contact_19,con_00019,cmp_0007,Avery,Wilson,CFO,avery.wilson19@example.com,Europe,SQL,2025-10-26,2025-10-26T09:30:00Z,2025-10-26T09:35:00Z,2025-10-26T09:40:00Z
org_northstar_001,hubspot,hub_contact_20,con_00020,cmp_0287,Drew,Clark,COO,drew.clark20@example.com,North America,SQL,2025-09-06,2025-09-06T09:30:00Z,2025-09-06T09:35:00Z,2025-09-06T09:40:00Z
org_northstar_001,hubspot,hub_contact_21,con_00021,cmp_0087,Casey,Nguyen,VP Marketing,casey.nguyen21@example.com,North America,MQL,2025-05-23,2025-05-23T09:30:00Z,2025-05-23T09:35:00Z,2025-05-23T09:40:00Z
org_northstar_001,hubspot,hub_contact_22,con_00022,cmp_0033,Avery,Nguyen,Finance Manager,avery.nguyen22@example.com,Europe,lead,2025-06-21,2025-06-21T09:30:00Z,2025-06-21T09:35:00Z,2025-06-21T09:40:00Z
org_northstar_001,hubspot,hub_contact_23,con_00023,cmp_0040,Casey,Garcia,Sales Manager,casey.garcia23@example.com,North America,MQL,2026-01-05,2026-01-05T09:30:00Z,2026-01-05T09:35:00Z,2026-01-05T09:40:00Z
org_northstar_001,hubspot,hub_contact_24,con_00024,cmp_0101,Jordan,Patel,VP Marketing,jordan.patel24@example.com,North America,subscriber,2026-04-14,2026-04-14T09:30:00Z,2026-04-14T09:35:00Z,2026-04-14T09:40:00Z
org_northstar_001,hubspot,hub_contact_25,con_00025,cmp_0203,Drew,Wilson,Director Operations,drew.wilson25@example.com,Europe,MQL,2025-12-07,2025-12-07T09:30:00Z,2025-12-07T09:35:00Z,2025-12-07T09:40:00Z
org_northstar_001,hubspot,hub_contact_26,con_00026,cmp_0221,Casey,Brown,IT Manager,casey.brown26@example.com,Asia Pacific,customer,2025-05-20,2025-05-20T09:30:00Z,2025-05-20T09:35:00Z,2025-05-20T09:40:00Z
org_northstar_001,hubspot,hub_contact_27,con_00027,cmp_0103,Riley,Patel,Finance Manager,riley.patel27@example.com,North America,customer,2026-05-06,2026-05-06T09:30:00Z,2026-05-06T09:35:00Z,2026-05-06T09:40:00Z
org_northstar_001,hubspot,hub_contact_28,con_00028,cmp_0150,Drew,Garcia,Director Operations,drew.garcia28@example.com,Asia Pacific,lead,2026-05-18,2026-05-18T09:30:00Z,2026-05-18T09:35:00Z,2026-05-18T09:40:00Z
org_northstar_001,hubspot,hub_contact_29,con_00029,cmp_0202,Jordan,Kim,VP Sales,jordan.kim29@example.com,Europe,MQL,2026-01-09,2026-01-09T09:30:00Z,2026-01-09T09:35:00Z,2026-01-09T09:40:00Z
org_northstar_001,hubspot,hub_contact_30,con_00030,cmp_0280,Sam,Clark,CEO,sam.clark30@example.com,Latin America,customer,2025-07-04,2025-07-04T09:30:00Z,2025-07-04T09:35:00Z,2025-07-04T09:40:00Z
org_northstar_001,hubspot,hub_contact_31,con_00031,cmp_0237,Cameron,Nguyen,CFO,cameron.nguyen31@example.com,North America,customer,2025-08-03,2025-08-03T09:30:00Z,2025-08-03T09:35:00Z,2025-08-03T09:40:00Z
org_northstar_001,hubspot,hub_contact_32,con_00032,cmp_0210,Taylor,Jones,VP Marketing,taylor.jones32@example.com,Europe,lead,2026-05-27,2026-05-27T09:30:00Z,2026-05-27T09:35:00Z,2026-05-27T09:40:00Z
org_northstar_001,hubspot,hub_contact_33,con_00033,cmp_0079,Avery,Lee,Sales Manager,avery.lee33@example.com,Asia Pacific,customer,2026-03-10,2026-03-10T09:30:00Z,2026-03-10T09:35:00Z,2026-03-10T09:40:00Z
org_northstar_001,hubspot,hub_contact_34,con_00034,cmp_0246,Avery,Clark,Analyst,avery.clark34@example.com,Europe,customer,2026-08-20,2026-08-20T09:30:00Z,2026-08-20T09:35:00Z,2026-08-20T09:40:00Z
org_northstar_001,hubspot,hub_contact_35,con_00035,cmp_0215,Alex,Brown,Analyst,alex.brown35@example.com,Asia Pacific,MQL,2026-07-11,2026-07-11T09:30:00Z,2026-07-11T09:35:00Z,2026-07-11T09:40:00Z
org_northstar_001,hubspot,hub_contact_36,con_00036,cmp_0044,Morgan,Jones,Director Operations,morgan.jones36@example.com,North America,lead,2025-04-22,2025-04-22T09:30:00Z,2025-04-22T09:35:00Z,2025-04-22T09:40:00Z
org_northstar_001,hubspot,hub_contact_37,con_00037,cmp_0023,Sam,Jones,Finance Manager,sam.jones37@example.com,North America,customer,2026-07-31,2026-07-31T09:30:00Z,2026-07-31T09:35:00Z,2026-07-31T09:40:00Z
org_northstar_001,hubspot,hub_contact_38,con_00038,cmp_0170,Jordan,Smith,CFO,jordan.smith38@example.com,North America,lead,2026-03-17,2026-03-17T09:30:00Z,2026-03-17T09:35:00Z,2026-03-17T09:40:00Z
org_northstar_001,hubspot,hub_contact_39,con_00039,cmp_0262,Jamie,Kim,IT Manager,jamie.kim39@example.com,North America,lead,2026-06-16,2026-06-16T09:30:00Z,2026-06-16T09:35:00Z,2026-06-16T09:40:00Z
org_northstar_001,hubspot,hub_contact_40,con_00040,cmp_0192,Cameron,Jones,IT Manager,cameron.jones40@example.com,North America,SQL,2026-02-05,2026-02-05T09:30:00Z,2026-02-05T09:35:00Z,2026-02-05T09:40:00Z
org_northstar_001,hubspot,hub_contact_41,con_00041,cmp_0078,Alex,Martin,CFO,alex.martin41@example.com,Latin America,lead,2025-12-20,2025-12-20T09:30:00Z,2025-12-20T09:35:00Z,2025-12-20T09:40:00Z
org_northstar_001,hubspot,hub_contact_42,con_00042,cmp_0044,Robin,Patel,Director Operations,robin.patel42@example.com,North America,lead,2025-04-29,2025-04-29T09:30:00Z,2025-04-29T09:35:00Z,2025-04-29T09:40:00Z
org_northstar_001,hubspot,hub_contact_43,con_00043,cmp_0234,Jamie,Martin,Director Operations,jamie.martin43@example.com,Asia Pacific,MQL,2025-07-31,2025-07-31T09:30:00Z,2025-07-31T09:35:00Z,2025-07-31T09:40:00Z
org_northstar_001,hubspot,hub_contact_44,con_00044,cmp_0225,Riley,Lee,VP Marketing,riley.lee44@example.com,Asia Pacific,subscriber,2026-04-09,2026-04-09T09:30:00Z,2026-04-09T09:35:00Z,2026-04-09T09:40:00Z
org_northstar_001,hubspot,hub_contact_45,con_00045,cmp_0059,Riley,Jones,CFO,riley.jones45@example.com,Europe,SQL,2025-01-24,2025-01-24T09:30:00Z,2025-01-24T09:35:00Z,2025-01-24T09:40:00Z
org_northstar_001,hubspot,hub_contact_46,con_00046,cmp_0085,Jamie,Patel,Analyst,jamie.patel46@example.com,North America,lead,2025-09-07,2025-09-07T09:30:00Z,2025-09-07T09:35:00Z,2025-09-07T09:40:00Z
org_northstar_001,hubspot,hub_contact_47,con_00047,cmp_0287,Cameron,Garcia,Finance Manager,cameron.garcia47@example.com,North America,SQL,2026-03-13,2026-03-13T09:30:00Z,2026-03-13T09:35:00Z,2026-03-13T09:40:00Z
org_northstar_001,hubspot,hub_contact_48,con_00048,cmp_0096,Avery,Smith,IT Manager,avery.smith48@example.com,Asia Pacific,customer,2026-03-19,2026-03-19T09:30:00Z,2026-03-19T09:35:00Z,2026-03-19T09:40:00Z
org_northstar_001,hubspot,hub_contact_49,con_00049,cmp_0231,Avery,Wilson,CEO,avery.wilson49@example.com,North America,SQL,2026-08-30,2026-08-30T09:30:00Z,2026-08-30T09:35:00Z,2026-08-30T09:40:00Z
org_northstar_001,hubspot,hub_contact_50,con_00050,cmp_0106,Robin,Lee,IT Manager,robin.lee50@example.com,North America,subscriber,2025-10-13,2025-10-13T09:30:00Z,2025-10-13T09:35:00Z,2025-10-13T09:40:00Z
org_northstar_001,hubspot,hub_contact_51,con_00051,cmp_0275,Riley,Brown,VP Sales,riley.brown51@example.com,North America,MQL,2025-07-11,2025-07-11T09:30:00Z,2025-07-11T09:35:00Z,2025-07-11T09:40:00Z
org_northstar_001,hubspot,hub_contact_52,con_00052,cmp_0135,Jamie,Jones,Director Operations,jamie.jones52@example.com,Europe,MQL,2026-05-17,2026-05-17T09:30:00Z,2026-05-17T09:35:00Z,2026-05-17T09:40:00Z
org_northstar_001,hubspot,hub_contact_53,con_00053,cmp_0201,Jordan,Brown,Director Operations,jordan.brown53@example.com,North America,customer,2026-08-25,2026-08-25T09:30:00Z,2026-08-25T09:35:00Z,2026-08-25T09:40:00Z
org_northstar_001,hubspot,hub_contact_54,con_00054,cmp_0089,Drew,Kim,CFO,drew.kim54@example.com,Europe,SQL,2025-11-01,2025-11-01T09:30:00Z,2025-11-01T09:35:00Z,2025-11-01T09:40:00Z
org_northstar_001,hubspot,hub_contact_55,con_00055,cmp_0161,Morgan,Nguyen,CFO,morgan.nguyen55@example.com,Europe,lead,2025-05-01,2025-05-01T09:30:00Z,2025-05-01T09:35:00Z,2025-05-01T09:40:00Z
org_northstar_001,hubspot,hub_contact_56,con_00056,cmp_0073,Avery,Wilson,IT Manager,avery.wilson56@example.com,North America,lead,2026-06-08,2026-06-08T09:30:00Z,2026-06-08T09:35:00Z,2026-06-08T09:40:00Z
org_northstar_001,hubspot,hub_contact_57,con_00057,cmp_0197,Taylor,Martin,Analyst,taylor.martin57@example.com,North America,SQL,2026-03-10,2026-03-10T09:30:00Z,2026-03-10T09:35:00Z,2026-03-10T09:40:00Z
org_northstar_001,hubspot,hub_contact_58,con_00058,cmp_0089,Taylor,Martin,VP Marketing,taylor.martin58@example.com,Europe,lead,2026-07-23,2026-07-23T09:30:00Z,2026-07-23T09:35:00Z,2026-07-23T09:40:00Z
org_northstar_001,hubspot,hub_contact_59,con_00059,cmp_0162,Drew,Smith,Director Operations,drew.smith59@example.com,North America,customer,2026-04-07,2026-04-07T09:30:00Z,2026-04-07T09:35:00Z,2026-04-07T09:40:00Z
org_northstar_001,hubspot,hub_contact_60,con_00060,cmp_0249,Morgan,Wilson,Analyst,morgan.wilson60@example.com,North America,MQL,2025-05-20,2025-05-20T09:30:00Z,2025-05-20T09:35:00Z,2025-05-20T09:40:00Z
org_northstar_001,hubspot,hub_contact_61,con_00061,cmp_0254,Sam,Martin,Finance Manager,sam.martin61@example.com,North America,SQL,2026-02-23,2026-02-23T09:30:00Z,2026-02-23T09:35:00Z,2026-02-23T09:40:00Z
org_northstar_001,hubspot,hub_contact_62,con_00062,cmp_0228,Taylor,Lee,IT Manager,taylor.lee62@example.com,North America,subscriber,2026-05-16,2026-05-16T09:30:00Z,2026-05-16T09:35:00Z,2026-05-16T09:40:00Z
org_northstar_001,hubspot,hub_contact_63,con_00063,cmp_0113,Alex,Nguyen,VP Sales,alex.nguyen63@example.com,North America,MQL,2025-10-27,2025-10-27T09:30:00Z,2025-10-27T09:35:00Z,2025-10-27T09:40:00Z
org_northstar_001,hubspot,hub_contact_64,con_00064,cmp_0087,Drew,Davis,Sales Manager,drew.davis64@example.com,North America,MQL,2026-04-14,2026-04-14T09:30:00Z,2026-04-14T09:35:00Z,2026-04-14T09:40:00Z
org_northstar_001,hubspot,hub_contact_65,con_00065,cmp_0058,Jordan,Nguyen,Analyst,jordan.nguyen65@example.com,North America,customer,2026-08-10,2026-08-10T09:30:00Z,2026-08-10T09:35:00Z,2026-08-10T09:40:00Z
org_northstar_001,hubspot,hub_contact_66,con_00066,cmp_0188,Alex,Davis,Sales Manager,alex.davis66@example.com,North America,MQL,2026-07-10,2026-07-10T09:30:00Z,2026-07-10T09:35:00Z,2026-07-10T09:40:00Z
org_northstar_001,hubspot,hub_contact_67,con_00067,cmp_0218,Robin,Jones,VP Sales,robin.jones67@example.com,North America,lead,2025-04-15,2025-04-15T09:30:00Z,2025-04-15T09:35:00Z,2025-04-15T09:40:00Z
org_northstar_001,hubspot,hub_contact_68,con_00068,cmp_0017,Casey,Brown,CFO,casey.brown68@example.com,Asia Pacific,MQL,2026-04-06,2026-04-06T09:30:00Z,2026-04-06T09:35:00Z,2026-04-06T09:40:00Z
org_northstar_001,hubspot,hub_contact_69,con_00069,cmp_0061,Morgan,Davis,IT Manager,morgan.davis69@example.com,North America,SQL,2025-08-31,2025-08-31T09:30:00Z,2025-08-31T09:35:00Z,2025-08-31T09:40:00Z
org_northstar_001,hubspot,hub_contact_70,con_00070,cmp_0220,Drew,Patel,VP Sales,drew.patel70@example.com,North America,customer,2025-06-19,2025-06-19T09:30:00Z,2025-06-19T09:35:00Z,2025-06-19T09:40:00Z
org_northstar_001,hubspot,hub_contact_71,con_00071,cmp_0031,Riley,Clark,VP Marketing,riley.clark71@example.com,North America,MQL,2026-08-07,2026-08-07T09:30:00Z,2026-08-07T09:35:00Z,2026-08-07T09:40:00Z
org_northstar_001,hubspot,hub_contact_72,con_00072,cmp_0087,Robin,Nguyen,VP Marketing,robin.nguyen72@example.com,North America,MQL,2025-11-28,2025-11-28T09:30:00Z,2025-11-28T09:35:00Z,2025-11-28T09:40:00Z
org_northstar_001,hubspot,hub_contact_73,con_00073,cmp_0264,Taylor,Wilson,CEO,taylor.wilson73@example.com,North America,customer,2025-04-08,2025-04-08T09:30:00Z,2025-04-08T09:35:00Z,2025-04-08T09:40:00Z
org_northstar_001,hubspot,hub_contact_74,con_00074,cmp_0065,Morgan,Patel,Director Operations,morgan.patel74@example.com,North America,customer,2025-05-16,2025-05-16T09:30:00Z,2025-05-16T09:35:00Z,2025-05-16T09:40:00Z
org_northstar_001,hubspot,hub_contact_75,con_00075,cmp_0202,Taylor,Kim,VP Marketing,taylor.kim75@example.com,Europe,SQL,2026-05-17,2026-05-17T09:30:00Z,2026-05-17T09:35:00Z,2026-05-17T09:40:00Z
org_northstar_001,hubspot,hub_contact_76,con_00076,cmp_0193,Jordan,Jones,CFO,jordan.jones76@example.com,North America,MQL,2026-04-08,2026-04-08T09:30:00Z,2026-04-08T09:35:00Z,2026-04-08T09:40:00Z
org_northstar_001,hubspot,hub_contact_77,con_00077,cmp_0143,Cameron,Martin,Director Operations,cameron.martin77@example.com,North America,MQL,2026-01-13,2026-01-13T09:30:00Z,2026-01-13T09:35:00Z,2026-01-13T09:40:00Z
org_northstar_001,hubspot,hub_contact_78,con_00078,cmp_0048,Sam,Jones,Director Operations,sam.jones78@example.com,North America,customer,2026-04-15,2026-04-15T09:30:00Z,2026-04-15T09:35:00Z,2026-04-15T09:40:00Z
org_northstar_001,hubspot,hub_contact_79,con_00079,cmp_0274,Morgan,Wilson,VP Sales,morgan.wilson79@example.com,Asia Pacific,MQL,2026-02-12,2026-02-12T09:30:00Z,2026-02-12T09:35:00Z,2026-02-12T09:40:00Z
org_northstar_001,hubspot,hub_contact_80,con_00080,cmp_0166,Riley,Clark,IT Manager,riley.clark80@example.com,North America,lead,2025-10-18,2025-10-18T09:30:00Z,2025-10-18T09:35:00Z,2025-10-18T09:40:00Z
org_northstar_001,hubspot,hub_contact_81,con_00081,cmp_0249,Sam,Smith,CEO,sam.smith81@example.com,North America,subscriber,2025-12-18,2025-12-18T09:30:00Z,2025-12-18T09:35:00Z,2025-12-18T09:40:00Z
org_northstar_001,hubspot,hub_contact_82,con_00082,cmp_0236,Jordan,Patel,Sales Manager,jordan.patel82@example.com,North America,MQL,2025-01-17,2025-01-17T09:30:00Z,2025-01-17T09:35:00Z,2025-01-17T09:40:00Z
org_northstar_001,hubspot,hub_contact_83,con_00083,cmp_0220,Robin,Patel,VP Marketing,robin.patel83@example.com,North America,lead,2025-07-27,2025-07-27T09:30:00Z,2025-07-27T09:35:00Z,2025-07-27T09:40:00Z
org_northstar_001,hubspot,hub_contact_84,con_00084,cmp_0141,Sam,Brown,VP Marketing,sam.brown84@example.com,Asia Pacific,subscriber,2025-04-06,2025-04-06T09:30:00Z,2025-04-06T09:35:00Z,2025-04-06T09:40:00Z
org_northstar_001,hubspot,hub_contact_85,con_00085,cmp_0085,Avery,Jones,VP Marketing,avery.jones85@example.com,North America,SQL,2025-02-23,2025-02-23T09:30:00Z,2025-02-23T09:35:00Z,2025-02-23T09:40:00Z
org_northstar_001,hubspot,hub_contact_86,con_00086,cmp_0120,Sam,Lee,CFO,sam.lee86@example.com,Europe,subscriber,2026-03-16,2026-03-16T09:30:00Z,2026-03-16T09:35:00Z,2026-03-16T09:40:00Z
org_northstar_001,hubspot,hub_contact_87,con_00087,cmp_0245,Taylor,Kim,VP Sales,taylor.kim87@example.com,North America,MQL,2025-03-21,2025-03-21T09:30:00Z,2025-03-21T09:35:00Z,2025-03-21T09:40:00Z
org_northstar_001,hubspot,hub_contact_88,con_00088,cmp_0228,Alex,Davis,Director Operations,alex.davis88@example.com,North America,customer,2025-01-10,2025-01-10T09:30:00Z,2025-01-10T09:35:00Z,2025-01-10T09:40:00Z
org_northstar_001,hubspot,hub_contact_89,con_00089,cmp_0217,Cameron,Lee,VP Sales,cameron.lee89@example.com,Latin America,lead,2025-05-16,2025-05-16T09:30:00Z,2025-05-16T09:35:00Z,2025-05-16T09:40:00Z
org_northstar_001,hubspot,hub_contact_90,con_00090,cmp_0053,Riley,Brown,VP Marketing,riley.brown90@example.com,North America,lead,2025-04-16,2025-04-16T09:30:00Z,2025-04-16T09:35:00Z,2025-04-16T09:40:00Z
org_northstar_001,hubspot,hub_contact_91,con_00091,cmp_0069,Jordan,Clark,IT Manager,jordan.clark91@example.com,North America,subscriber,2025-05-27,2025-05-27T09:30:00Z,2025-05-27T09:35:00Z,2025-05-27T09:40:00Z
org_northstar_001,hubspot,hub_contact_92,con_00092,cmp_0085,Riley,Davis,VP Sales,riley.davis92@example.com,North America,SQL,2026-03-27,2026-03-27T09:30:00Z,2026-03-27T09:35:00Z,2026-03-27T09:40:00Z
org_northstar_001,hubspot,hub_contact_93,con_00093,cmp_0078,Drew,Jones,Sales Manager,drew.jones93@example.com,Latin America,customer,2026-02-26,2026-02-26T09:30:00Z,2026-02-26T09:35:00Z,2026-02-26T09:40:00Z
org_northstar_001,hubspot,hub_contact_94,con_00094,cmp_0045,Taylor,Lee,IT Manager,taylor.lee94@example.com,Europe,SQL,2025-04-13,2025-04-13T09:30:00Z,2025-04-13T09:35:00Z,2025-04-13T09:40:00Z
org_northstar_001,hubspot,hub_contact_95,con_00095,cmp_0180,Riley,Patel,VP Sales,riley.patel95@example.com,North America,lead,2026-03-16,2026-03-16T09:30:00Z,2026-03-16T09:35:00Z,2026-03-16T09:40:00Z
org_northstar_001,hubspot,hub_contact_96,con_00096,cmp_0044,Jamie,Kim,IT Manager,jamie.kim96@example.com,North America,SQL,2025-09-12,2025-09-12T09:30:00Z,2025-09-12T09:35:00Z,2025-09-12T09:40:00Z
org_northstar_001,hubspot,hub_contact_97,con_00097,cmp_0146,Sam,Nguyen,VP Sales,sam.nguyen97@example.com,North America,MQL,2025-01-28,2025-01-28T09:30:00Z,2025-01-28T09:35:00Z,2025-01-28T09:40:00Z
org_northstar_001,hubspot,hub_contact_98,con_00098,cmp_0261,Robin,Wilson,VP Marketing,robin.wilson98@example.com,North America,SQL,2025-07-13,2025-07-13T09:30:00Z,2025-07-13T09:35:00Z,2025-07-13T09:40:00Z
org_northstar_001,hubspot,hub_contact_99,con_00099,cmp_0123,Avery,Lee,VP Sales,avery.lee99@example.com,North America,MQL,2026-05-22,2026-05-22T09:30:00Z,2026-05-22T09:35:00Z,2026-05-22T09:40:00Z
org_northstar_001,hubspot,hub_contact_100,con_00100,cmp_0037,Alex,Brown,Director Operations,alex.brown100@example.com,North America,lead,2026-06-25,2026-06-25T09:30:00Z,2026-06-25T09:35:00Z,2026-06-25T09:40:00Z
org_northstar_001,hubspot,hub_contact_101,con_00101,cmp_0292,Riley,Clark,COO,riley.clark101@example.com,Europe,SQL,2026-03-07,2026-03-07T09:30:00Z,2026-03-07T09:35:00Z,2026-03-07T09:40:00Z
org_northstar_001,hubspot,hub_contact_102,con_00102,cmp_0038,Drew,Lee,CEO,drew.lee102@example.com,North America,lead,2025-01-18,2025-01-18T09:30:00Z,2025-01-18T09:35:00Z,2025-01-18T09:40:00Z
org_northstar_001,hubspot,hub_contact_103,con_00103,cmp_0021,Avery,Clark,VP Marketing,avery.clark103@example.com,North America,SQL,2025-03-03,2025-03-03T09:30:00Z,2025-03-03T09:35:00Z,2025-03-03T09:40:00Z
org_northstar_001,hubspot,hub_contact_104,con_00104,cmp_0257,Avery,Davis,Finance Manager,avery.davis104@example.com,North America,subscriber,2026-03-02,2026-03-02T09:30:00Z,2026-03-02T09:35:00Z,2026-03-02T09:40:00Z
org_northstar_001,hubspot,hub_contact_105,con_00105,cmp_0275,Drew,Patel,VP Marketing,drew.patel105@example.com,North America,subscriber,2026-07-05,2026-07-05T09:30:00Z,2026-07-05T09:35:00Z,2026-07-05T09:40:00Z
org_northstar_001,hubspot,hub_contact_106,con_00106,cmp_0041,Morgan,Patel,Analyst,morgan.patel106@example.com,North America,lead,2026-06-08,2026-06-08T09:30:00Z,2026-06-08T09:35:00Z,2026-06-08T09:40:00Z
org_northstar_001,hubspot,hub_contact_107,con_00107,cmp_0034,Robin,Wilson,VP Sales,robin.wilson107@example.com,North America,subscriber,2025-11-14,2025-11-14T09:30:00Z,2025-11-14T09:35:00Z,2025-11-14T09:40:00Z
org_northstar_001,hubspot,hub_contact_108,con_00108,cmp_0045,Jordan,Martin,IT Manager,jordan.martin108@example.com,Europe,MQL,2026-03-21,2026-03-21T09:30:00Z,2026-03-21T09:35:00Z,2026-03-21T09:40:00Z
org_northstar_001,hubspot,hub_contact_109,con_00109,cmp_0159,Jordan,Smith,COO,jordan.smith109@example.com,Europe,SQL,2025-06-29,2025-06-29T09:30:00Z,2025-06-29T09:35:00Z,2025-06-29T09:40:00Z
org_northstar_001,hubspot,hub_contact_110,con_00110,cmp_0084,Riley,Clark,Analyst,riley.clark110@example.com,North America,SQL,2026-05-24,2026-05-24T09:30:00Z,2026-05-24T09:35:00Z,2026-05-24T09:40:00Z
org_northstar_001,hubspot,hub_contact_111,con_00111,cmp_0133,Riley,Patel,VP Marketing,riley.patel111@example.com,Asia Pacific,SQL,2025-06-20,2025-06-20T09:30:00Z,2025-06-20T09:35:00Z,2025-06-20T09:40:00Z
org_northstar_001,hubspot,hub_contact_112,con_00112,cmp_0061,Riley,Wilson,VP Marketing,riley.wilson112@example.com,North America,MQL,2025-01-31,2025-01-31T09:30:00Z,2025-01-31T09:35:00Z,2025-01-31T09:40:00Z
org_northstar_001,hubspot,hub_contact_113,con_00113,cmp_0135,Sam,Lee,Sales Manager,sam.lee113@example.com,Europe,MQL,2026-08-14,2026-08-14T09:30:00Z,2026-08-14T09:35:00Z,2026-08-14T09:40:00Z
org_northstar_001,hubspot,hub_contact_114,con_00114,cmp_0185,Cameron,Kim,COO,cameron.kim114@example.com,North America,lead,2025-02-26,2025-02-26T09:30:00Z,2025-02-26T09:35:00Z,2025-02-26T09:40:00Z
org_northstar_001,hubspot,hub_contact_115,con_00115,cmp_0131,Drew,Jones,CFO,drew.jones115@example.com,North America,lead,2025-04-16,2025-04-16T09:30:00Z,2025-04-16T09:35:00Z,2025-04-16T09:40:00Z
org_northstar_001,hubspot,hub_contact_116,con_00116,cmp_0261,Alex,Smith,VP Sales,alex.smith116@example.com,North America,subscriber,2025-01-03,2025-01-03T09:30:00Z,2025-01-03T09:35:00Z,2025-01-03T09:40:00Z
org_northstar_001,hubspot,hub_contact_117,con_00117,cmp_0187,Taylor,Patel,CEO,taylor.patel117@example.com,North America,MQL,2026-01-28,2026-01-28T09:30:00Z,2026-01-28T09:35:00Z,2026-01-28T09:40:00Z
